minute_ts,datetime_utc,usdc_reserve,token_reserve,mid_price_usdc,depth_usdc_tvl,fee_bps,buy_50k_bps_approx,max_size_at_50bps_approx
1789202040,2026-09-12T08:34:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202100,2026-09-12T08:35:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202160,2026-09-12T08:36:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202220,2026-09-12T08:37:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202280,2026-09-12T08:38:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202340,2026-09-12T08:39:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202400,2026-09-12T08:40:00.000Z,2810.31094,10385.643086683,0.27059575575089073,5620.62188,30,177916.25577203924,13.58499917285156
1789202460,2026-09-12T08:41:00.000Z,2810.753871,10384.628781884,0.2706648383910809,5621.507742,30,177888.21894323739,13.587140294384765
1789202520,2026-09-12T08:42:00.000Z,2811.190307,10383.629383233,0.27073292037361996,5622.380614,30,177860.6018792025,13.589250019189452
1789202580,2026-09-12T08:43:00.000Z,2811.190307,10383.629383233,0.27073292037361996,5622.380614,30,177860.6018792025,13.589250019189452
1789202640,2026-09-12T08:44:00.000Z,2811.190307,10383.629383233,0.27073292037361996,5622.380614,30,177860.6018792025,13.589250019189452
1789202700,2026-09-12T08:45:00.000Z,2811.202281,10383.601964442,0.2707347884314891,5622.404562,30,177859.844301969,13.589307901318358
1789202760,2026-09-12T08:46:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
1789202820,2026-09-12T08:47:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
1789202880,2026-09-12T08:48:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
1789202940,2026-09-12T08:49:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
1789203000,2026-09-12T08:50:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
1789203060,2026-09-12T08:51:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
1789203120,2026-09-12T08:52:00.000Z,2824.318393,10353.581863616,0.27278659986502524,5648.636786,30,177033.8646093291,13.652710981787108
